bank,hand_class,entry_mass,deals,average_deals_per_update,zero_sample_updates,modal_switches,final_current_vs_played_average_tv
replication-old,12,0.008750471453727546,354,4.538461538461538,0,4,0.2765406602080834
replication-old,13,0.00317094900525911,116,1.4871794871794872,13,4,0.17048092619392208
replication-old,14,0.00474131789843658,189,2.423076923076923,13,3,0.07034868496474414
replication-old,15,0.009457166113881007,377,4.833333333333333,1,0,0.04361062487351088
replication-old,16,0.009379629648889725,372,4.769230769230769,0,3,0.07539331907645015
replication-old,17,0.00937987656758616,381,4.884615384615385,0,4,0.07446601870756384
replication-old,18,0.009346561760138525,360,4.615384615384615,0,1,0.019583840233422505
replication-old,19,0.009312227661772707,396,5.076923076923077,0,4,0.05070221616843352
replication-old,20,0.009246641620033112,361,4.628205128205129,0,2,0.5467920424149182
replication-old,21,0.009205956292166879,356,4.564102564102564,0,3,0.12221552276343715
replication-old,22,0.00918678371573703,349,4.4743589743589745,1,1,0.016107477531218016
replication-old,23,0.009096134702934562,378,4.846153846153846,0,0,0.00045393860386134757
replication-old,24,0.009006058986276266,358,4.589743589743589,1,8,0.023213454300702346
replication-old,25,0.00871117416475761,335,4.294871794871795,2,9,0.13999568753339162
replication-old,26,0.0031688804832390063,115,1.4743589743589745,20,3,0.03143807875689683
replication-old,27,0.0031523886235230235,121,1.5512820512820513,20,4,0.012036110276651064
replication-old,28,0.004735112089351418,193,2.4743589743589745,6,2,0.001119265094845967
replication-old,29,0.00937342408266976,402,5.153846153846154,0,6,0.316790672232992
replication-old,30,0.009373671001366192,369,4.730769230769231,2,4,0.1481102286410837
replication-old,31,0.00934035619391856,369,4.730769230769231,0,9,0.15150682721256162
replication-old,32,0.009306022095552742,393,5.038461538461538,0,3,0.02165166279864364
replication-old,33,0.009240436053813146,402,5.153846153846154,0,4,0.14048106694533835
replication-old,34,0.009199750725946912,380,4.871794871794871,0,6,0.11385622777985652
replication-old,35,0.009180578149517064,328,4.205128205128205,2,3,0.02481942889395096
replication-old,36,0.009089929136714596,380,4.871794871794871,1,1,0.15252730510724863
replication-old,37,0.0089998534200563,359,4.602564102564102,2,2,0.0054346510257546506
replication-old,38,0.008706783739295723,316,4.051282051282051,1,3,0.08292053193752884
replication-old,39,0.0031430349955735267,114,1.4615384615384615,21,3,0.5381601003822103
replication-old,40,0.0031265820393601806,121,1.5512820512820513,16,2,0.013962112251745038
replication-old,41,0.0031308951109540934,135,1.7307692307692308,13,4,0.1050787467581743
replication-old,42,0.004657575877138198,169,2.1666666666666665,6,2,0.13608814202613514
replication-old,43,0.00929613453637491,340,4.358974358974359,2,1,0.001046637971422764
replication-old,44,0.009262819728927278,405,5.1923076923076925,1,0,0.008427236873997273
replication-old,45,0.00922848563056146,409,5.243589743589744,2,1,0.05215048393392041
replication-old,46,0.009162899588821865,331,4.243589743589744,0,16,0.2816062765507748
replication-old,47,0.00912221426095563,359,4.602564102564102,1,3,0.13760681337661376
replication-old,48,0.009103041684525784,387,4.961538461538462,0,4,0.12129108422885163
replication-old,49,0.009012392671723315,353,4.5256410256410255,2,1,0.08483057497062794
replication-old,50,0.008922321679882108,369,4.730769230769231,1,5,0.2330147872504121
replication-old,51,0.008629658602692861,344,4.410256410256411,0,2,0.04331904792007231
replication-old,52,0.003143117301803553,129,1.6538461538461537,18,0,0.007456100606037837
replication-old,53,0.00312662544208757,115,1.4743589743589745,21,3,0.12916081709275387
replication-old,54,0.003124612815858345,132,1.6923076923076923,12,3,0.05027640954914282
replication-old,55,0.003105130327599686,134,1.7179487179487178,12,2,0.007305512051026564
replication-old,56,0.004657822776008899,191,2.448717948717949,7,3,0.017363526911365453
replication-old,57,0.009263066647623712,387,4.961538461538462,0,9,0.2049393179185559
replication-old,58,0.009228732549257894,381,4.884615384615385,0,1,0.005304247682739863
replication-old,59,0.009163146507518297,389,4.987179487179487,1,3,0.2269924688963678
replication-old,60,0.009122461179652064,345,4.423076923076923,1,13,0.03319416939484217
replication-old,61,0.009103288603222215,370,4.743589743589744,2,2,0.03065827687439343
replication-old,62,0.009012639590419749,327,4.1923076923076925,1,1,0.0005691455148261686
replication-old,63,0.008922569928609137,375,4.8076923076923075,0,6,0.07066914778136554
replication-old,64,0.008629688899514034,330,4.230769230769231,1,10,0.1584846260122499
replication-old,65,0.0031320123662733814,116,1.4871794871794872,17,1,0.03752052629584363
replication-old,66,0.003115520506557398,124,1.5897435897435896,11,3,0.13931543352413617
replication-old,67,0.0031134519845372947,122,1.564102564102564,17,0,0.001199042494642184
replication-old,68,0.0030925460922791082,135,1.7307692307692308,14,8,0.12068617924036233
replication-old,69,0.003094107729029421,131,1.6794871794871795,12,2,0.11304818297742775
replication-old,70,0.004624507869432617,171,2.1923076923076925,11,8,0.13203806655634212
replication-old,71,0.009195417741810262,364,4.666666666666667,1,4,0.02855360349049441
replication-old,72,0.009129831700070664,357,4.576923076923077,1,0,0.0004522805180766292
replication-old,73,0.009089146372204432,314,4.0256410256410255,2,2,0.03470367932243767
replication-old,74,0.009069973795774582,383,4.910256410256411,1,5,0.1566394230204025
replication-old,75,0.008979324782972116,359,4.602564102564102,0,0,0.004571522902379153
replication-old,76,0.008889249585588644,375,4.8076923076923075,0,0,0.000473370620956976
replication-old,77,0.008596451115028006,329,4.217948717948718,1,4,0.018241208760393892
replication-old,78,0.003120567667112555,111,1.4230769230769231,21,1,0.3375618945515032
replication-old,79,0.0031040758073965723,121,1.5512820512820513,17,0,0.008494799637978483
replication-old,80,0.0031020072853764685,107,1.3717948717948718,22,7,0.12480737009213526
replication-old,81,0.0030766711611621336,112,1.435897435897436,14,7,0.04931276125667171
replication-old,82,0.0030826649524687264,119,1.5256410256410255,24,2,0.11313186948680864
replication-old,83,0.003071559958948295,148,1.8974358974358974,16,1,0.0032909842865753804
replication-old,84,0.004590173593626515,162,2.076923076923077,8,2,0.0019167342368024952
replication-old,85,0.009095536099493505,368,4.717948717948718,3,0,0.0005584144047119248
replication-old,86,0.009054823459607524,366,4.6923076923076925,1,1,0.003069932274132406
replication-old,87,0.009035639697408766,393,5.038461538461538,1,4,0.20657515746005176
replication-old,88,0.008944991632856244,361,4.628205128205129,4,2,0.0007171048388227786
replication-old,89,0.008870288926542031,364,4.666666666666667,0,10,0.30307945290889354
replication-old,90,0.008562270572889864,368,4.717948717948718,0,7,0.28049163624785867
replication-old,91,0.0030987056537618175,127,1.6282051282051282,17,6,0.29685938777429216
replication-old,92,0.003082213794045835,116,1.4871794871794872,15,3,0.12407286073786396
replication-old,93,0.003080145272025731,130,1.6666666666666667,15,0,0.0020174890116199753
replication-old,94,0.0030551849830528464,130,1.6666666666666667,12,5,0.06136032189654614
replication-old,95,0.003060802798850952,128,1.641025641025641,17,3,0.02930430130673888
replication-old,96,0.0030496971044909785,109,1.3974358974358974,20,7,0.03431842948879083
replication-old,97,0.003038252900973393,101,1.294871794871795,18,2,0.18147883812057647
replication-old,98,0.004524587518183176,190,2.4358974358974357,5,2,0.0818118380282234
replication-old,99,0.008989226232099018,352,4.512820512820513,1,9,0.29837306691311494
replication-old,100,0.00897005864301116,350,4.487179487179487,1,2,0.07431940385078459
replication-old,101,0.008897074213832389,360,4.615384615384615,0,4,0.04307873567869277
replication-old,102,0.008808510962475227,394,5.051282051282051,0,2,0.3510983615514114
replication-old,103,0.00849669870654732,341,4.371794871794871,0,6,0.16968996304933
replication-old,104,0.003085143878155321,124,1.5897435897435896,20,4,0.02043534690077895
replication-old,105,0.003068652018439338,115,1.4743589743589745,18,3,0.09937854666330734
replication-old,106,0.003066583496419234,116,1.4871794871794872,17,3,0.08047873716949645
replication-old,107,0.003040740248649781,134,1.7179487179487178,13,5,0.0412548415020324
replication-old,108,0.0030408203149837813,118,1.5128205128205128,20,1,0.03857368820761776
replication-old,109,0.0030361325646821274,122,1.564102564102564,16,8,0.01977059383581112
replication-old,110,0.003024691110993242,109,1.3974358974358974,17,9,0.2547657328373776
replication-old,111,0.003002829561068935,111,1.4230769230769231,17,4,0.0974616094176805
replication-old,112,0.004483901867157541,164,2.1025641025641026,12,9,0.17730092856787977
replication-old,113,0.008948627684417313,358,4.589743589743589,0,2,0.03613269090925204
replication-old,114,0.008857952729646955,348,4.461538461538462,1,8,0.36121270477759126
replication-old,115,0.008767899905759253,324,4.153846153846154,1,12,0.28394855455210105
replication-old,116,0.008456018424329408,349,4.4743589743589745,1,4,0.15474287124661426
replication-old,117,0.003078753019509794,114,1.4615384615384615,16,3,0.1273779169731512
replication-old,118,0.0030622611597938116,113,1.4487179487179487,19,3,0.05233665218409823
replication-old,119,0.0030601926377737078,126,1.6153846153846154,17,9,0.23958160797205424
replication-old,120,0.003040739542766197,117,1.5,20,2,0.019496375727526716
replication-old,121,0.0030344294563382545,130,1.6666666666666667,15,0,0.00044217663696178834
replication-old,122,0.0030297342847703562,127,1.6282051282051282,15,3,0.017383148963576168
replication-old,123,0.0030183005204907085,118,1.5128205128205128,20,6,0.08034231462559234
replication-old,124,0.00299643869350183,119,1.5256410256410255,15,1,0.0016965898734579825
replication-old,125,0.002982874835202435,115,1.4743589743589745,20,4,0.10831336866521579
replication-old,126,0.004464729101391971,179,2.2948717948717947,6,6,0.005958942873193439
replication-old,127,0.008838791741356376,349,4.4743589743589745,0,7,0.26073451218026594
replication-old,128,0.008748729593427788,344,4.410256410256411,0,2,0.0027422931848233288
replication-old,129,0.008436846232518724,345,4.423076923076923,1,6,0.04391458994081222
replication-old,130,0.003048589629748466,117,1.5,18,3,0.31165681533976053
replication-old,131,0.0030383263451918183,109,1.3974358974358974,21,6,0.11574827549812372
replication-old,132,0.0030300838891443495,135,1.7307692307692308,13,2,0.01296994176818955
replication-old,133,0.003010523121683423,137,1.7564102564102564,14,7,0.369835909522297
replication-old,134,0.0030106108780065255,122,1.564102564102564,17,5,0.11489203716383162
replication-old,135,0.002999247818911184,129,1.6538461538461537,10,3,0.26299929329343563
replication-old,136,0.0029880834387154944,114,1.4615384615384615,19,1,0.14473004351774854
replication-old,137,0.0029662224032688716,120,1.5384615384615385,16,3,0.18471335966997393
replication-old,138,0.0029526608655711306,123,1.5769230769230769,12,4,0.11957251547719218
replication-old,139,0.0029462700089081767,110,1.4102564102564104,18,4,0.14851407754917265
replication-old,140,0.004374080308655107,187,2.3974358974358974,7,2,0.012773829327785214
replication-old,141,0.008658085069170625,341,4.371794871794871,0,6,0.052475882833413486
replication-old,142,0.008346197677690622,351,4.5,1,13,0.30884687823246754
replication-old,143,0.0030248961572387077,129,1.6538461538461537,13,2,0.0016104266881261926
replication-old,144,0.003008434522343193,140,1.794871794871795,10,0,0.0037701298760281863
replication-old,145,0.0030063569944854033,112,1.435897435897436,17,3,0.2137188954647754
replication-old,146,0.002980524350918867,116,1.4871794871794872,19,1,0.005365097526882507
replication-old,147,0.0029806068083200817,133,1.705128205128205,16,2,0.00431288385267208
replication-old,148,0.002969502618732987,100,1.2820512820512822,25,11,0.4408827867686378
replication-old,149,0.0029580582045670247,105,1.3461538461538463,20,1,0.0799955916926108
replication-old,150,0.0029361969996104134,117,1.5,18,4,0.04481411103203732
replication-old,151,0.0029226356056492116,125,1.6025641025641026,19,6,0.2778206796286603
replication-old,152,0.0029162448758709276,117,1.5,16,2,0.0037584467144501296
replication-old,153,0.0028860286010029094,127,1.6282051282051282,18,5,0.05240057952687525
replication-old,154,0.004284005053936323,164,2.1025641025641026,10,2,0.0012617980355240494
replication-old,155,0.0082561217647576,347,4.448717948717949,0,2,0.00340297063145068
replication-old,156,0.0029209535351987642,116,1.4871794871794872,16,3,0.25749917678807827
replication-old,157,0.002904478032205372,98,1.2564102564102564,25,0,0.0005538931295192425
replication-old,158,0.0029024088276845255,109,1.3974358974358974,20,4,0.05988010715472739
replication-old,159,0.0028765640116156376,116,1.4871794871794872,21,6,0.0518558782218491
replication-old,160,0.00287664555405943,111,1.4230769230769231,16,4,0.39079889758356695
replication-old,161,0.0028655407057624678,106,1.358974358974359,21,4,0.12068054394175057
replication-old,162,0.002854096463089066,105,1.3461538461538463,19,6,0.07999033872853925
replication-old,163,0.0028322345637362746,122,1.564102564102564,16,7,0.3250707770190139
replication-old,164,0.0028186729016320797,119,1.5256410256410255,18,9,0.10738578072377868
replication-old,165,0.0028122821203068987,109,1.3974358974358974,19,6,0.2630714819890687
replication-old,166,0.002782065810743854,93,1.1923076923076923,25,8,0.10446494953384103
replication-old,167,0.002752040727766573,126,1.6153846153846154,15,2,0.001677851602591315
replication-old,168,0.003972108648688113,163,2.08974358974359,8,2,0.03640427581898074
replication-new,0,0.004790793724696479,167,2.141025641025641,8,6,0.10893653710202933
replication-new,1,0.009512847260521819,364,4.666666666666667,0,4,0.21113635524786234
replication-new,2,0.009506641694301852,370,4.743589743589744,1,4,0.11028783950250574
replication-new,3,0.009429105229310572,401,5.141025641025641,0,7,0.15939914875052485
replication-new,4,0.009429352148007004,375,4.8076923076923075,1,2,0.0631061636433282
replication-new,5,0.009396037340559372,406,5.205128205128205,0,2,0.32835081626251905
replication-new,6,0.009361703242193552,361,4.628205128205129,2,2,0.015606145757991437
replication-new,7,0.009296117200453959,367,4.705128205128205,1,2,0.17815500695232703
replication-new,8,0.009255431872587724,389,4.987179487179487,0,8,0.399081562824279
replication-new,9,0.009236259296157876,349,4.4743589743589745,0,0,0.0032558266872808905
replication-new,10,0.009145610283355409,362,4.641025641025641,1,0,0.000924307381986344
replication-new,11,0.009055534566697113,359,4.602564102564102,0,10,0.07939526537017892
replication-new,12,0.008750471453727546,354,4.538461538461538,0,2,0.07768746289084628
replication-new,13,0.00317094900525911,116,1.4871794871794872,13,13,0.13001900098422878
replication-new,14,0.00474131789843658,189,2.423076923076923,13,3,0.09861244464458059
replication-new,15,0.009457166113881007,377,4.833333333333333,1,1,0.32457902691383017
replication-new,16,0.009379629648889725,372,4.769230769230769,0,5,0.009115194587549393
replication-new,17,0.00937987656758616,381,4.884615384615385,0,13,0.3551265854118578
replication-new,18,0.009346561760138525,360,4.615384615384615,0,0,0.0009383828327193223
replication-new,19,0.009312227661772707,396,5.076923076923077,0,12,0.2679445345480849
replication-new,20,0.009246641620033112,361,4.628205128205129,0,10,0.323485023349805
replication-new,21,0.009205956292166879,356,4.564102564102564,0,6,0.028874062049329942
replication-new,22,0.00918678371573703,349,4.4743589743589745,1,5,0.29614862300534256
replication-new,23,0.009096134702934562,378,4.846153846153846,0,0,0.00045393860386134757
replication-new,24,0.009006058986276266,358,4.589743589743589,1,1,0.15369741727766464
replication-new,25,0.00871117416475761,335,4.294871794871795,2,10,0.09896193153712078
replication-new,26,0.0031688804832390063,115,1.4743589743589745,20,3,0.06567271391232782
replication-new,27,0.0031523886235230235,121,1.5512820512820513,20,4,0.060356209381085435
replication-new,28,0.004735112089351418,193,2.4743589743589745,6,2,0.06715907236511447
replication-new,29,0.00937342408266976,402,5.153846153846154,0,2,0.17638220250267686
replication-new,30,0.009373671001366192,369,4.730769230769231,2,1,0.007380681810385454
replication-new,31,0.00934035619391856,369,4.730769230769231,0,7,0.29542919730538647
replication-new,32,0.009306022095552742,393,5.038461538461538,0,7,0.09416117939415986
replication-new,33,0.009240436053813146,402,5.153846153846154,0,2,0.0424697657843807
replication-new,34,0.009199750725946912,380,4.871794871794871,0,7,0.22002318532073004
replication-new,35,0.009180578149517064,328,4.205128205128205,2,2,0.08076516282997082
replication-new,36,0.009089929136714596,380,4.871794871794871,1,0,0.10127776128282383
replication-new,37,0.0089998534200563,359,4.602564102564102,2,0,0.0010038092763782515
replication-new,38,0.008706783739295723,316,4.051282051282051,1,6,0.22555504539716464
replication-new,39,0.0031430349955735267,114,1.4615384615384615,21,1,0.7219354696479017
replication-new,40,0.0031265820393601806,121,1.5512820512820513,16,2,0.030834805206858388
replication-new,41,0.0031308951109540934,135,1.7307692307692308,13,2,0.29459611810949393
replication-new,42,0.004657575877138198,169,2.1666666666666665,6,6,0.2552385867644964
replication-new,43,0.00929613453637491,340,4.358974358974359,2,1,0.019587478038082286
replication-new,44,0.009262819728927278,405,5.1923076923076925,1,3,0.40124919541401183
replication-new,45,0.00922848563056146,409,5.243589743589744,2,2,0.18790569372166782
replication-new,46,0.009162899588821865,331,4.243589743589744,0,4,0.11866416733197635
replication-new,47,0.00912221426095563,359,4.602564102564102,1,5,0.13651284716026957
replication-new,48,0.009103041684525784,387,4.961538461538462,0,4,0.07909137861649046
replication-new,49,0.009012392671723315,353,4.5256410256410255,2,3,0.01634463673948707
replication-new,50,0.008922321679882108,369,4.730769230769231,1,2,0.015572971529641664
replication-new,51,0.008629658602692861,344,4.410256410256411,0,6,0.30707798882718695
replication-new,52,0.003143117301803553,129,1.6538461538461537,18,1,0.544112928054591
replication-new,53,0.00312662544208757,115,1.4743589743589745,21,2,0.1787607404880524
replication-new,54,0.003124612815858345,132,1.6923076923076923,12,14,0.09065605848947303
replication-new,55,0.003105130327599686,134,1.7179487179487178,12,4,0.13569530804056262
replication-new,56,0.004657822776008899,191,2.448717948717949,7,5,0.11322964550741582
replication-new,57,0.009263066647623712,387,4.961538461538462,0,6,0.1498528822348217
replication-new,58,0.009228732549257894,381,4.884615384615385,0,7,0.09533197133965214
replication-new,59,0.009163146507518297,389,4.987179487179487,1,3,0.12095365612052754
replication-new,60,0.009122461179652064,345,4.423076923076923,1,4,0.113964107259894
replication-new,61,0.009103288603222215,370,4.743589743589744,2,7,0.12788371731935727
replication-new,62,0.009012639590419749,327,4.1923076923076925,1,1,0.0005691455148261686
replication-new,63,0.008922569928609137,375,4.8076923076923075,0,1,0.016705594749441284
replication-new,64,0.008629688899514034,330,4.230769230769231,1,1,0.0320337852750435
replication-new,65,0.0031320123662733814,116,1.4871794871794872,17,0,0.0008947775259138137
replication-new,66,0.003115520506557398,124,1.5897435897435896,11,2,0.011681217829130902
replication-new,67,0.0031134519845372947,122,1.564102564102564,17,4,0.13154480977767177
replication-new,68,0.0030925460922791082,135,1.7307692307692308,14,6,0.09829714514877798
replication-new,69,0.003094107729029421,131,1.6794871794871795,12,3,0.03227645302816692
replication-new,70,0.004624507869432617,171,2.1923076923076925,11,5,0.30343258465555406
replication-new,71,0.009195417741810262,364,4.666666666666667,1,6,0.48620000992509843
replication-new,72,0.009129831700070664,357,4.576923076923077,1,2,0.004232158541469064
replication-new,73,0.009089146372204432,314,4.0256410256410255,2,8,0.4791348495946643
replication-new,74,0.009069973795774582,383,4.910256410256411,1,2,0.2117969430654482
replication-new,75,0.008979324782972116,359,4.602564102564102,0,1,0.3473961613869617
replication-new,76,0.008889249585588644,375,4.8076923076923075,0,0,0.0022041737692526774
replication-new,77,0.008596451115028006,329,4.217948717948718,1,12,0.07745102145842232
replication-new,78,0.003120567667112555,111,1.4230769230769231,21,3,0.08924054346093802
replication-new,79,0.0031040758073965723,121,1.5512820512820513,17,2,0.011858825854465963
replication-new,80,0.0031020072853764685,107,1.3717948717948718,22,0,0.0004572810182543421
replication-new,81,0.0030766711611621336,112,1.435897435897436,14,5,0.14191597178774473
replication-new,82,0.0030826649524687264,119,1.5256410256410255,24,5,0.3260060293437983
replication-new,83,0.003071559958948295,148,1.8974358974358974,16,4,0.32320073864665505
replication-new,84,0.004590173593626515,162,2.076923076923077,8,4,0.193790175638862
replication-new,85,0.009095536099493505,368,4.717948717948718,3,4,0.10346444006564623
replication-new,86,0.009054823459607524,366,4.6923076923076925,1,3,0.04660509664901354
replication-new,87,0.009035639697408766,393,5.038461538461538,1,2,0.010392654975288412
replication-new,88,0.008944991632856244,361,4.628205128205129,4,6,0.294302122016445
replication-new,89,0.008870288926542031,364,4.666666666666667,0,3,0.050844015304524745
replication-new,90,0.008562270572889864,368,4.717948717948718,0,6,0.35681938382632966
replication-new,91,0.0030987056537618175,127,1.6282051282051282,17,2,0.0012317978351700188
replication-new,92,0.003082213794045835,116,1.4871794871794872,15,4,0.17545975313604356
replication-new,93,0.003080145272025731,130,1.6666666666666667,15,0,0.0006139476093222099
replication-new,94,0.0030551849830528464,130,1.6666666666666667,12,3,0.3371470935949603
replication-new,95,0.003060802798850952,128,1.641025641025641,17,15,0.1041096481585026
replication-new,96,0.0030496971044909785,109,1.3974358974358974,20,4,0.2584123401618657
replication-new,97,0.003038252900973393,101,1.294871794871795,18,1,0.023267297141899092
replication-new,98,0.004524587518183176,190,2.4358974358974357,5,5,0.26087621346198786
replication-new,99,0.008989226232099018,352,4.512820512820513,1,2,0.0007270992572343809
replication-new,100,0.00897005864301116,350,4.487179487179487,1,0,0.0006712083292969956
replication-new,101,0.008897074213832389,360,4.615384615384615,0,6,0.04760773681786895
replication-new,102,0.008808510962475227,394,5.051282051282051,0,1,0.023954206517318014
replication-new,103,0.00849669870654732,341,4.371794871794871,0,5,0.21496019358614712
replication-new,104,0.003085143878155321,124,1.5897435897435896,20,6,0.11161078836310014
replication-new,105,0.003068652018439338,115,1.4743589743589745,18,2,0.09143529500897889
replication-new,106,0.003066583496419234,116,1.4871794871794872,17,9,0.6188228895507614
replication-new,107,0.003040740248649781,134,1.7179487179487178,13,4,0.10944883801543805
replication-new,108,0.0030408203149837813,118,1.5128205128205128,20,1,0.05490006009503751
replication-new,109,0.0030361325646821274,122,1.564102564102564,16,4,0.0699274705297564
replication-new,110,0.003024691110993242,109,1.3974358974358974,17,6,0.32987931505216384
replication-new,111,0.003002829561068935,111,1.4230769230769231,17,2,0.002096287788649815
replication-new,112,0.004483901867157541,164,2.1025641025641026,12,3,0.3289845439300908
replication-new,113,0.008948627684417313,358,4.589743589743589,0,6,0.14006372705782097
replication-new,114,0.008857952729646955,348,4.461538461538462,1,7,0.22016659184824372
replication-new,115,0.008767899905759253,324,4.153846153846154,1,2,0.09688044023302392
replication-new,116,0.008456018424329408,349,4.4743589743589745,1,13,0.18542064049833892
replication-new,117,0.003078753019509794,114,1.4615384615384615,16,1,0.0269119392790177
replication-new,118,0.0030622611597938116,113,1.4487179487179487,19,3,0.03379096947420118
replication-new,119,0.0030601926377737078,126,1.6153846153846154,17,6,0.16071173290239227
replication-new,120,0.003040739542766197,117,1.5,20,1,0.05754026875544017
replication-new,121,0.0030344294563382545,130,1.6666666666666667,15,0,0.00044217663696178834
replication-new,122,0.0030297342847703562,127,1.6282051282051282,15,6,0.01774375275114081
replication-new,123,0.0030183005204907085,118,1.5128205128205128,20,3,0.426701700345265
replication-new,124,0.00299643869350183,119,1.5256410256410255,15,6,0.10808904802174614
replication-new,125,0.002982874835202435,115,1.4743589743589745,20,5,0.06939330990392831
replication-new,126,0.004464729101391971,179,2.2948717948717947,6,6,0.05032918868223101
replication-new,127,0.008838791741356376,349,4.4743589743589745,0,0,0.00046665965225366863
replication-new,128,0.008748729593427788,344,4.410256410256411,0,5,0.4585712179477056
replication-new,129,0.008436846232518724,345,4.423076923076923,1,3,0.21636110673634473
replication-new,130,0.003048589629748466,117,1.5,18,6,0.27932667718255766
replication-new,131,0.0030383263451918183,109,1.3974358974358974,21,3,0.23267290596670198
replication-new,132,0.0030300838891443495,135,1.7307692307692308,13,5,0.07117158247782111
replication-new,133,0.003010523121683423,137,1.7564102564102564,14,2,0.11851688383210056
replication-new,134,0.0030106108780065255,122,1.564102564102564,17,4,0.11200294249381376
replication-new,135,0.002999247818911184,129,1.6538461538461537,10,6,0.028430372337673676
replication-new,136,0.0029880834387154944,114,1.4615384615384615,19,5,0.1676770036524558
replication-new,137,0.0029662224032688716,120,1.5384615384615385,16,2,0.0013314317483085747
replication-new,138,0.0029526608655711306,123,1.5769230769230769,12,9,0.17599611674650043
replication-new,139,0.0029462700089081767,110,1.4102564102564104,18,3,0.12860766735901183
replication-new,140,0.004374080308655107,187,2.3974358974358974,7,4,0.024159985953786673
replication-new,141,0.008658085069170625,341,4.371794871794871,0,16,0.1101263605216299
replication-new,142,0.008346197677690622,351,4.5,1,4,0.42924990663528606
replication-new,143,0.0030248961572387077,129,1.6538461538461537,13,5,0.2148885061049738
replication-new,144,0.003008434522343193,140,1.794871794871795,10,1,0.30217391128515364
replication-new,145,0.0030063569944854033,112,1.435897435897436,17,3,0.5163200391072224
replication-new,146,0.002980524350918867,116,1.4871794871794872,19,7,0.12653517933746955
replication-new,147,0.0029806068083200817,133,1.705128205128205,16,3,0.04264183410581852
replication-new,148,0.002969502618732987,100,1.2820512820512822,25,8,0.2429722847957328
replication-new,149,0.0029580582045670247,105,1.3461538461538463,20,3,0.36464685970874317
replication-new,150,0.0029361969996104134,117,1.5,18,8,0.1347333147058206
replication-new,151,0.0029226356056492116,125,1.6025641025641026,19,8,0.171915764661133
replication-new,152,0.0029162448758709276,117,1.5,16,2,0.0037477375010827206
replication-new,153,0.0028860286010029094,127,1.6282051282051282,18,9,0.3461611939685906
replication-new,154,0.004284005053936323,164,2.1025641025641026,10,8,0.1900853852557305
replication-new,155,0.0082561217647576,347,4.448717948717949,0,2,0.004020761860561659
replication-new,156,0.0029209535351987642,116,1.4871794871794872,16,2,0.004143490931077702
replication-new,157,0.002904478032205372,98,1.2564102564102564,25,1,0.21698897477393797
replication-new,158,0.0029024088276845255,109,1.3974358974358974,20,2,0.0021578528731877582
replication-new,159,0.0028765640116156376,116,1.4871794871794872,21,6,0.10073605262952337
replication-new,160,0.00287664555405943,111,1.4230769230769231,16,3,0.19748527866350551
replication-new,161,0.0028655407057624678,106,1.358974358974359,21,2,0.23783008353628263
replication-new,162,0.002854096463089066,105,1.3461538461538463,19,6,0.31613255924816075
replication-new,163,0.0028322345637362746,122,1.564102564102564,16,2,0.2268068257550072
replication-new,164,0.0028186729016320797,119,1.5256410256410255,18,6,0.2322047193121198
replication-new,165,0.0028122821203068987,109,1.3974358974358974,19,14,0.306106843706801
replication-new,166,0.002782065810743854,93,1.1923076923076923,25,4,0.102953184866945
replication-new,167,0.002752040727766573,126,1.6153846153846154,15,2,0.0020857998640354237
replication-new,168,0.003972108648688113,163,2.08974358974359,8,2,0.07390698367315099
